viral_acc	virus_name	report_host	gcfs	host_name	assembly_level
NC_014459	Mycobacterium virus Crimd	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042333	Mycobacterium virus Cuco	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023728	Mycobacterium virus Deadp	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042317	Mycobacterium virus Dlane	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023704	Mycobacterium virus Doom	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_041855	Mycobacterium virus Dorothy	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042336	Mycobacterium virus Dotproduct	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023721	Mycobacterium virus Drago	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042330	Mycobacterium virus Ericb	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023726	Mycobacterium virus Euphoria	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_041850	Mycobacterium virus Eureka	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_015584	Mycobacterium virus Faith1	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_027365	Mycobacterium virus Fionnbarth	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023712	Mycobacterium virus Firecracker	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_011288	Mycobacterium virus Fruitloop	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042312	Mycobacterium virus George	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042309	Mycobacterium virus Gladiator	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042340	Mycobacterium virus Goose	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023746	Mycobacterium virus Gumbie	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042318	Mycobacterium virus Hammer	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042328	Mycobacterium virus Heldan	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042319	Mycobacterium virus Ibhubesi	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042332	Mycobacterium virus Jaws	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042320	Mycobacterium virus JC27	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042334	Mycobacterium virus Jeffabunny	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042310	Mycobacterium virus JHC117	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042313	Mycobacterium virus Joedirt	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042326	Mycobacterium virus Kssjeb	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023702	Mycobacterium virus Kugel	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023724	Mycobacterium virus Larva	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042321	Mycobacterium virus Lesedi	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023745	Mycobacterium virus LHTSCC	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023705	Mycobacterium virus Liefie	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042322	Mycobacterium virus Littlee	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042338	Mycobacterium virus Macncheese	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_041853	Mycobacterium virus Marcell	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042311	Mycobacterium virus Microwolf	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042323	Mycobacterium virus Mozy	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042329	Mycobacterium virus Mrgordo	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042324	Mycobacterium virus Museum	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_041847	Mycobacterium virus Mutaforma13	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_041852	Mycobacterium virus Nepal	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_041844	Mycobacterium virus Optimus	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_011287	Mycobacterium virus Pacc40	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042314	Mycobacterium virus Packman	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_013694	Mycobacterium virus Peaches	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023720	Mycobacterium virus Perseus	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042325	Mycobacterium virus Pixie	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042027	Mycobacterium virus Pumpkin	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_011289	Mycobacterium virus Ramsey	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042341	Mycobacterium virus Rebeuca	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042315	Mycobacterium virus Rockyhorror	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023732	Mycobacterium virus Rumpelstiltskin	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042335	Mycobacterium virus Saintus	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023699	Mycobacterium virus SG4	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_042030	Mycobacterium virus Yoshi	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	Mycobacterium smegmatis mc2 155	complete
NC_023560	Oenococcus phage phiS13	Oenococcus oeni Sarco S13	['GCF_002966535.1']	Oenococcus oeni Sarco	represent
NC_028788	Paenibacillus phage Diva	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	Paenibacillus larvae ATCC 9545	represent
NC_029084	Paenibacillus phage Rani	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	Paenibacillus larvae ATCC 9545	represent
NC_041909	Paenibacillus phage Shelly	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	Paenibacillus larvae ATCC 9545	represent
NC_028930	Paenibacillus phage Tripp	Paenibacillus larvae ATCC 9545	['GCF_002951935.1']	Paenibacillus larvae ATCC 9545	represent
NC_041854	Pectobacterium phage PhiM1	Pectobacterium atrosepticum SCRI1043	['GCF_000011605.1']	Pectobacterium atrosepticum SCRI1043	complete
NC_020201	Pectobacterium phage phiTE	Pectobacterium atrosepticum SCRI1043	['GCF_000011605.1']	Pectobacterium atrosepticum SCRI1043	complete
NC_031068	Pectobacterium phage PP16	Pectobacterium carotovorum subsp. carotovorum PB69	['GCF_015277635.1', 'GCF_009931215.1', 'GCF_009931195.1', 'GCF_000294535.1', 'GCF_000023605.1']	Pectobacterium carotovorum subsp. carotovorum	complete
NC_031096	Pectobacterium phage PP90	Pectobacterium atrosepticum PB72	['GCF_000740965.1']	Pectobacterium atrosepticum	represent
NC_020484	Pelagibacter phage HTVC008M	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	Candidatus Pelagibacter ubique HTCC1062	represent
NC_020481	Pelagibacter phage HTVC010P	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	Candidatus Pelagibacter ubique HTCC1062	represent
NC_020482	Pelagibacter phage HTVC011P	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	Candidatus Pelagibacter ubique HTCC1062	represent
NC_020483	Pelagibacter phage HTVC019P	Candidatus Pelagibacter ubique HTCC1062	['GCF_000012345.1']	Candidatus Pelagibacter ubique HTCC1062	represent
NC_020847	Prochlorococcus phage MED4-184	Prochlorococcus MED4	['GCF_000011465.1']	Prochlorococcus MED4	complete
NC_020845	Prochlorococcus phage MED4-213	Prochlorococcus MED4	['GCF_000011465.1']	Prochlorococcus MED4	complete
NC_020878	Prochlorococcus phage P-GSP1	Prochlorococcus marinus MED4	['GCF_000011465.1']	Prochlorococcus marinus MED4	complete
NC_015280	Prochlorococcus phage P-HM1	Prochlorococcus sp. MED4	['GCF_000011465.1']	Prochlorococcus sp. MED4	complete
NC_015284	Prochlorococcus phage P-HM2	Prochlorococcus sp. MED4	['GCF_000011465.1']	Prochlorococcus sp. MED4	complete
NC_006883	Prochlorococcus phage P-SSM2	Prochlorococcus sp. NATL1A	['GCF_000007925.1']	Prochlorococcus	represent
NC_021559	Prochlorococcus phage P-SSM3	Prochlorococcus marinus NATL2A	['GCF_000012465.1']	Prochlorococcus marinus NATL2A	complete
NC_006884	Prochlorococcus phage P-SSM4	Prochlorococcus sp. NATL2A	['GCF_000012465.1']	Prochlorococcus sp. NATL2A	complete
NC_015290	Prochlorococcus phage P-SSM7	Prochlorococcus sp. NATL1A	['GCF_000007925.1']	Prochlorococcus	represent
NC_020835	Prochlorococcus phage P-SSP10	Prochlorococcus marinus NATL2A	['GCF_000012465.1']	Prochlorococcus marinus NATL2A	complete
NC_020874	Prochlorococcus phage P-SSP3	Prochlorococcus marinus MIT9312	['GCF_000007925.1']	Prochlorococcus marinus MIT9312	represent
NC_028955	Prochlorococcus phage P-TIM68	Prochlorococcus sp. MIT9515	['GCF_000007925.1']	Prochlorococcus	represent
NC_015288	Prochlorococcus phage Syn1	Synechococcus sp. WH8101	['GCF_003957805.1']	Synechococcus	represent
NC_015285	Prochlorococcus phage Syn33	Synechococcus sp. WH7803	['GCF_000063505.1']	Synechococcus sp. WH7803	complete
NC_027629	Propionibacterium phage Attacne	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_031084	Propionibacterium phage BruceLethal	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_031119	Propionibacterium phage Enoki	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_041954	Propionibacterium phage Keiki	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027625	Propionibacterium phage Kubed	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027628	Propionibacterium phage Lauchelly	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_031003	Propionibacterium phage Moyashi	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027620	Propionibacterium phage MrAK	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027630	Propionibacterium phage Ouroboros	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_028694	Propionibacterium phage PA1-14	Propionibacterium acnes A1-14	['GCF_000376705.1']	Propionibacterium acnes	represent
NC_027623	Propionibacterium phage Pirate	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027626	Propionibacterium phage Procrass1	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_031005	Propionibacterium phage QueenBey	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027624	Propionibacterium phage SKKY	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027627	Propionibacterium phage Solid	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027622	Propionibacterium phage Stormborn	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_027621	Propionibacterium phage Wizzo	Propionibacterium acnes ATCC 6919	['GCF_000376705.1']	Propionibacterium acnes ATCC 6919	represent
NC_018832	Providencia phage Redjac	Providencia stuartii isolate MRSN 2154	['GCF_016128115.1', 'GCF_010320365.1', 'GCF_010669105.1', 'GCF_008693805.1', 'GCF_002983665.1', 'GCF_002947315.1', 'GCF_001558855.2', 'GCF_001888205.1', 'GCF_001558855.1', 'GCF_000754345.1', 'GCF_000259175.1', 'GCA_018128385.1']	Providencia stuartii	complete
NC_015293	Pseudoalteromonas phage H105/1	Pseudoalteromonas sp. H105	['GCF_019797925.1', 'GCF_017742995.1', 'GCF_017638925.1', 'GCF_015209785.1', 'GCF_004328865.1', 'GCF_003668795.1', 'GCF_003568825.1', 'GCF_003515105.1', 'GCF_000238255.3', 'GCF_002310835.1', 'GCF_000238395.3', 'GCF_002310795.1', 'GCF_002221525.1', 'GCF_002221505.1', 'GCF_001999225.1', 'GCF_001444405.1', 'GCF_000788395.1', 'GCF_000026085.1']	Pseudoalteromonas	represent
NC_031908	Pseudoalteromonas phage PH1	Pseudoalteromonas marina mano4	['GCF_002407085.1']	Pseudoalteromonas marina	complete
NC_006548	Pseudomonas phage B3	Pseudomonas aeruginosa PAO1 (ATCC 15692)	['GCF_000006765.1']	Pseudomonas aeruginosa PAO1	reference
NC_030910	Pseudomonas phage K5	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_028817	Pseudomonas phage K8	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_042091	Pseudomonas phage nickie	Pseudomonas syringae pv. avii	['GCF_900235835.1']	Pseudomonas syringae pv. avii	complete
NC_041994	Pseudomonas phage Noxifer	Pseudomonas fluorescens SBW25	['GCF_000009225.2']	Pseudomonas fluorescens SBW25	complete
NC_042107	Pseudomonas phage NV1	Pseudomonas tolaasii NCPPB 2192	['GCF_019285655.1']	Pseudomonas tolaasii	complete
NC_041903	Pseudomonas phage PA10	Pseudomonas aeruginosa	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_041902	Pseudomonas phage PA5	Pseudomonas aeruginosa	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_015294	Pseudomonas phage PAK_P1	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_022967	Pseudomonas phage PAK_P2	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_022970	Pseudomonas phage PAK_P3	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_022986	Pseudomonas phage PAK_P4	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_022966	Pseudomonas phage PAK_P5	Pseudomonas aeruginosa PAK	['GCF_902172305.2', 'GCF_902172305.1', 'GCF_000568855.2']	Pseudomonas aeruginosa PAK	complete
NC_013638	Pseudomonas phage phi-2	Pseudomonas fluorescens SBW25	['GCF_000009225.2']	Pseudomonas fluorescens SBW25	complete
NC_030931	Pseudomonas phage phi2	Pseudomonas aeruginosa WH-SGI-V-07173	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_030940	Pseudomonas phage phi3	Pseudomonas aeruginosa WH-SGI-V-07174	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_023601	Pseudomonas phage phiPsa374	Pseudomonas syringae pv. actinidiae ICMP 18800	['GCF_000344335.2', 'GCF_000648735.3', 'GCF_000344355.2', 'GCF_000648735.2']	Pseudomonas syringae pv. actinidiae ICMP	complete
NC_042092	Pseudomonas phage tabernarius	Pseudomonas syringae pv. avii	['GCF_900235835.1']	Pseudomonas syringae pv. avii	complete
NC_017864	Pseudomonas phage vB_Pae-Kakheti25	Pseudomonas aeruginosa PA25	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_017865	Pseudomonas phage vB_Pae-TbilisiM32	Pseudomonas aeruginosa PA32	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_031073	Pseudomonas phage vB_PaeM_MAG1	Pseudomonas aeruginosa PA31	['GCF_000006765.1']	Pseudomonas aeruginosa	reference
NC_031104	Pseudomonas phage vB_PaeP_MAG4	Pseudomonas aeruginosa PA21	['GCF_000006765.1']	Pseudomonas aeruginosa PA21	reference
NC_030934	Pseudomonas phage vB_PsyM_KIL1	Pseudomonas syringae pv. porri LMG 28495	['GCF_016694755.2']	Pseudomonas syringae	represent
NC_042054	Pseudomonas phage vB_PsyM_KIL4	Pseudomonas syringae pv. porri LMG 28495	['GCF_016694755.2']	Pseudomonas syringae	represent
NC_009818	Pseudomonas virus MP22	Pseudomonas aeruginosa UCBPP-PA14	['GCF_000014625.1']	Pseudomonas aeruginosa UCBPP-PA14	complete
NC_021864	Puniceispirillum phage HMO-2011	Candidatus Puniceispirillum marinum IMCC1322	['GCF_000024465.1']	Candidatus Puniceispirillum marinum IMCC1322	represent
NC_021560	Rhizobium phage RR1-A	Rhizobium radiobacter P007	['GCF_003667905.1']	Rhizobium radiobacter	represent
NC_021557	Rhizobium phage RR1-B	Rhizobium radiobacter P007	['GCF_003667905.1']	Rhizobium radiobacter	represent
NC_025429	Rhizobium phage vB_RleM_P10VF	Rhizobium leguminosarum biovar viciae VF39	['GCF_021052345.1', 'GCF_010365265.1', 'GCF_002948295.1', 'GCF_002243365.1', 'GCF_002240185.1', 'GCF_000009265.1', 'GCA_014189655.1', 'GCA_014189575.1', 'GCA_014189555.1']	Rhizobium leguminosarum biovar viciae	complete
NC_023502	Rhizobium phage vB_RleS_L338C	Rhizobium leguminosarum biovar viciae 3841	['GCF_000009265.1']	Rhizobium leguminosarum biovar viciae 3841	complete
NC_042049	Rhodobacter phage RcCronus	Rhodobacter capsulatus YW1	['GCF_000021865.1']	Rhodobacter capsulatus	represent
NC_028954	Rhodobacter phage RcRhea	Rhodobacter capsulatus YW1	['GCF_000021865.1']	Rhodobacter capsulatus	represent
NC_041963	Rhodobacter phage RcSpartan	Rhodobacter capsulatus YW1	['GCF_000021865.1']	Rhodobacter capsulatus	represent
NC_029097	Rhodobacter phage RcTitan	Rhodobacter capsulatus YW1	['GCF_000021865.1']	Rhodobacter capsulatus	represent
NC_029061	Rhodoferax phage P26218	Rhodoferax sp. IMCC26218	['GCF_006970865.1', 'GCF_001955735.1', 'GCF_001955715.1', 'GCF_001955695.1', 'GCF_000013605.1']	Rhodoferax	represent
NC_031059	Rhodovulum phage vB_RhkS_P1	Rhodovulum sp. P5	['GCF_002079305.1']	Rhodovulum sp. P5	complete
NC_025428	Ruegeria phage DSS3-P1	Ruegeria pomeroyi DSS-3	['GCF_000011965.2']	Ruegeria pomeroyi DSS-3	represent
NC_042348	Salinibacter virus M1EM-1	Salinibacter ruber M1	['GCF_003491425.1']	Salinibacter ruber M1	complete
NC_042352	Salinibacter virus M31CR41-2	Salinibacter ruber M31	['GCF_000013045.1']	Salinibacter ruber M31	complete
NC_042349	Salinibacter virus M8CC-19	Salinibacter ruber M8	['GCF_000090405.2']	Salinibacter ruber M8	complete
NC_042350	Salinibacter virus M8CR30-2	Salinibacter ruber M8	['GCF_000090405.2']	Salinibacter ruber M8	complete
NC_042351	Salinibacter virus M8CRM-1	Salinibacter ruber M8	['GCF_000090405.2']	Salinibacter ruber M8	complete
NC_026607	Salmonella phage STP4-a	Salmonella Typhimurium ATCC 14028	['GCF_016864495.1', 'GCF_003864015.1']	Salmonella Typhimurium ATCC 14028	complete
NC_041996	Serratia phage CHI14	Serratia sp. ATCC 39006	['GCF_000463345.2', 'GCF_002847015.1']	Serratia sp. ATCC 39006	complete
NC_029120	Shigella phage 75/02 Stx	Shigella sonnei 75/02	['GCF_002150905.1']	Shigella sonnei 75/02	complete
NC_023589	Shigella phage pSb-1	Shigella boydii ATCC 35966	['GCF_002946735.1', 'GCF_002950275.1', 'GCF_002950135.1', 'GCF_002950035.1', 'GCF_001027225.1']	Shigella boydii ATCC	complete
NC_021331	Shigella phage pSf-1	Shigella flexneri ATCC 12022	['GCF_002950215.1']	Shigella flexneri ATCC	complete
NC_026010	Shigella phage pSf-2	Shigella flexneri ATCC 12022	['GCF_002950215.1']	Shigella flexneri ATCC	complete
NC_012697	Silicibacter phage DSS3phi2	Ruegeria pomeroyi DSS-3	['GCF_000011965.2']	Ruegeria pomeroyi DSS-3	represent
NC_007902	Sodalis phage phiSG1	Sodalis glossinidius str. 'morsitans'	['GCF_900004845.1', 'GCF_000010085.1']	Sodalis glossinidius str. 'morsitans'	complete
NC_041927	Sphingobium phage Lacusarx	Sphingobium sp. IP1	['GCF_018286635.1', 'GCF_015074805.1', 'GCF_003967075.1', 'GCF_002504085.1', 'GCF_002355855.1', 'GCF_002288285.1', 'GCF_000264945.2']	Sphingobium	represent
NC_025426	Staphylococcus phage P108	Staphylococcus aureus XN108	['GCF_000709475.1']	Staphylococcus aureus XN108	complete
NC_021801	Staphylococcus phage SA12	Staphylococcus aureus ATCC 29213	['GCF_003827735.1', 'GCF_006094915.1', 'GCF_002025145.1', 'GCF_000756205.1', 'GCA_003827835.1']	Staphylococcus aureus ATCC	complete
NC_029010	Staphylococcus phage SA97	Staphylococcus aureus RN4220	['GCF_018732165.1']	Staphylococcus aureus RN4220	complete
NC_029119	Staphylococcus phage SPbeta-like	Staphylococcus epidermidis 36-1	['GCF_006094375.1']	Staphylococcus epidermidis	represent
NC_028821	Staphylococcus phage StB20-like	Staphylococcus epidermidis 36-1	['GCF_006094375.1']	Staphylococcus epidermidis	represent
NC_004615	Staphylococcus virus 11	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	Staphylococcus aureus subsp. aureus NCTC 8325	reference
NC_004617	Staphylococcus virus 13	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	Staphylococcus aureus subsp. aureus NCTC 8325	reference
NC_004616	Staphylococcus virus phi12	Staphylococcus aureus subsp. aureus NCTC 8325	['GCF_000013425.1']	Staphylococcus aureus subsp. aureus NCTC 8325	reference
