virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Acinetobacter phage phiAB1	NC_028675	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage phiAB6	NC_031086	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage phiAC-1	NC_028995	Literature, NCBI Virus, RefSeq	Acinetobacter soli	487316	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	species	Acinetobacter soli	['GCF_018139125.1']	GCF_018139125.1	Represent	Complete Genome	487316	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter soli;t__
Acinetobacter phage Presley	NC_023581	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage SH-Ab 15519	NC_041905	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage SWH-Ab-1	NC_047896	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage SWH-Ab-3	NC_047883	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM-IME-AB2	NC_041857	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Acibel004	NC_025462	NCBI Virus, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Apostate	NC_049491	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_B09_Aci01-1	NC_048074	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_B09_Aci02-2	NC_048075	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_B09_Aci05	NC_048080	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Berthold	NC_049490	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Kimel	NC_049492	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Konradin	NC_049479	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_Lazarus	NC_049493	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_ME3	NC_041884	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_phiAbaA1	NC_031280	NCBI Virus, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaM_PhT2	NC_049494	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_46-62_Aci07	NC_048076	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_Acibel007	NC_025457	RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_AS11	NC_041915	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_AS12	NC_041914	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B09_Aci08	NC_048081	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B1	NC_042003	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B1	NC_042003	Literature	Acinetobacter baumannii NIPH 2061	1217645	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B3	NC_042004	Literature	Acinetobacter nosocomialis	106654	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter nosocomialis	['GCF_005281455.1']	GCF_005281455.1	Represent	Complete Genome	106654	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis;t__
Acinetobacter phage vB_AbaP_B3	NC_042004	Literature	Acinetobacter baumannii NIPH 2061	1217645	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B5	NC_042005	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_B5	NC_042005	Literature, RefSeq	Acinetobacter baumannii NIPH 2061	1217645	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_D2	NC_042124	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_PD-6A3	NC_028684	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaP_PD-6A3	NC_028684	Literature	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Acinetobacter phage vB_AbaP_PD-AB9	NC_028679	Literature, RefSeq	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_AbaS_TRS1	NC_031098	Literature, NCBI Virus, RefSeq	Acinetobacter baumannii A118	927193	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_ApiM_fHyAci03	NC_049438	Literature, RefSeq	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome	48296	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__
Acinetobacter phage vB_ApiM_fHyAci03	NC_049438	Literature	Acinetobacter nosocomialis	106654	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter nosocomialis	['GCF_005281455.1']	GCF_005281455.1	Represent	Complete Genome	106654	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter nosocomialis;t__
Acinetobacter phage vB_ApiP_P1	NC_042006	Literature, RefSeq	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome	48296	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__
Acinetobacter phage vB_ApiP_P1	NC_042006	Literature	Acinetobacter baumannii NIPH 290	1217631	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex; Acinetobacter baumannii	strain	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage vB_ApiP_P2	NC_042007	Literature, RefSeq	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome	48296	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__
Acinetobacter phage VB_ApiP_XC38	NC_055823	Literature	Acinetobacter baumannii	470	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter baumannii	['GCF_008632635.1']	GCF_008632635.1	Represent	Complete Genome	470	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baumannii;t__
Acinetobacter phage VB_ApiP_XC38	NC_055823	Literature, NCBI Virus, RefSeq	Acinetobacter pittii	48296	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	species	Acinetobacter pittii	['GCF_000191145.1']	GCF_000191145.1	Reference	Complete Genome	48296	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii;t__
