virus_name	viral_acc	virus_taxid	virus_lineage	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Streptomyces phage Hiyaa	NC_048139	2499072	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Hiyaavirus;s__Streptomyces virus Hiyaa;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage Hydra	NC_042052	1690428	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces virus Hydra;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Ididsumtinwong	NC_047792	1920308	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Austintatiousvirus;s__Streptomyces virus Ididsumtinwong;t__	RefSeq	Streptomyces venezuelae ATCC 10712	953739	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712	strain	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1', 'GCF_000253235.1']	GCF_008639165.1	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
Streptomyces phage Immanuel3	NC_048686	2053813	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Immanueltrevirus;s__Streptomyces virus Immanuel3;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Issmi	NC_054667	2725628	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Arequatrovirus;s__Streptomyces phage Issmi;t__	NCBI Virus, RefSeq	Streptomyces griseofuscus	146922	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__	species	Streptomyces griseofuscus	['GCF_014673495.1']	GCF_014673495.1	Unreference	Complete Genome	146922	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__
Streptomyces phage Izzy	NC_028976	1674926	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces virus Izzy;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Jay2Jay	NC_029098	1556290	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Samistivirus;s__Streptomyces virus Jay2Jay;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage Joe	NC_054674	1913034	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Camvirus;s__Streptomyces phage Joe;t__	NCBI Virus, RefSeq	Streptomyces coelicolor	1902	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__	species	Streptomyces coelicolor	['GCF_013317105.1', 'GCF_008931305.1', 'GCF_000203835.1(suppressed)']	GCF_013317105.1	Unreference	Complete Genome	1902	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__
Streptomyces phage JXY1	NC_048854	2708562	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Manuelvirus;s__Streptomyces virus JXY1;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage Karimac	NC_048724	2283303	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Karimacvirus;s__Streptomyces virus Karimac;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Lannister	NC_028827	1674927	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces virus Lannister;t__	RefSeq	Streptomyces venezuelae ATCC 10712	953739	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712	strain	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1', 'GCF_000253235.1']	GCF_008639165.1	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
Streptomyces phage Lika	NC_021298	1327758	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces virus Lika;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage Lilbooboo	NC_048155	2510571	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Vashvirus;s__Streptomyces virus Lilbooboo;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Lorelei	NC_054681	1873996	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces phage Lorelei;t__	NCBI Virus	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Lorelei	NC_054681	1873996	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces phage Lorelei;t__	RefSeq	Streptomyces griseus subsp. griseus	67263	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus	subspecies	Streptomyces griseus subsp. griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	67263	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus
Streptomyces phage LukeCage	NC_048723	2283304	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Karimacvirus;s__Streptomyces virus LukeCage;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Manuel	NC_048685	2053812	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Manuelvirus;s__Streptomyces virus Manuel;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage mu1/6	NC_007967	370623	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Streptomyces phage mu1/6;t__	NCBI Virus, RefSeq	Kitasatospora aureofaciens	1894	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens;t__	species	Kitasatospora aureofaciens	['GCF_002082605.1']	GCF_002082605.1	Unreference	Complete Genome	1894	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens;t__
Streptomyces phage Nanodon	NC_031078	1873777	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces phage Nanodon;t__	NCBI Virus, RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage NootNoot	NC_042009	2023992	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Samistivirus;s__Streptomyces virus NootNoot;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Paedore	NC_054671	2108134	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Arequatrovirus;s__Streptomyces phage Paedore;t__	NCBI Virus, RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage PapayaSalad	NC_047793	1920310	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Austintatiousvirus;s__Streptomyces virus PapayaSalad;t__	RefSeq	Streptomyces venezuelae ATCC 10712	953739	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712	strain	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1', 'GCF_000253235.1']	GCF_008639165.1	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
Streptomyces phage Paradiddles	NC_042010	2023993	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Samistivirus;s__Streptomyces virus Paradiddles;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Peebs	NC_042011	2023994	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Samistivirus;s__Streptomyces virus Peebs;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage phiCAM	NC_041856	1239386	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Camvirus;s__Streptomyces virus phiCAM;t__	RefSeq	Streptomyces coelicolor	1902	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__	species	Streptomyces coelicolor	['GCF_013317105.1', 'GCF_008931305.1', 'GCF_000203835.1(suppressed)']	GCF_013317105.1	Unreference	Complete Genome	1902	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__
Streptomyces phage phiHau3	NC_018836	1204524	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Streptomyces virus phiHau3;t__	RefSeq	Streptomyces coelicolor A3(2)	100226	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)	strain	Streptomyces coelicolor A3(2)	['GCF_008931305.1', 'GCF_000203835.1(suppressed)']	GCF_008931305.1	Unreference	Complete Genome	100226	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)
Streptomyces phage phiSAJS1	NC_029005	1755682	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Woodruffvirus;s__Streptomyces phage phiSAJS1;t__	NCBI Virus, RefSeq	Streptomyces avermitilis	33903	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__	species	Streptomyces avermitilis	['GCF_000009765.2']	GCF_000009765.2	Represent	Complete Genome	33903	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__
Streptomyces phage phiSASD1	NC_014229	747763	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Streptomyces phage phiSASD1;t__	NCBI Virus, RefSeq	Streptomyces avermitilis	33903	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__	species	Streptomyces avermitilis	['GCF_000009765.2']	GCF_000009765.2	Represent	Complete Genome	33903	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__
Streptomyces phage Picard	NC_047794	1920311	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Picardvirus;s__Streptomyces virus Picard;t__	RefSeq	Streptomyces venezuelae ATCC 10712	953739	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712	strain	Streptomyces venezuelae ATCC 10712	['GCF_008639165.1', 'GCF_000253235.1']	GCF_008639165.1	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
Streptomyces phage R4	NC_019414	10732	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Arequatrovirus;s__Streptomyces virus R4;t__	RefSeq	Streptomyces coelicolor A3(2)	100226	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)	strain	Streptomyces coelicolor A3(2)	['GCF_008931305.1', 'GCF_000203835.1(suppressed)']	GCF_008931305.1	Unreference	Complete Genome	100226	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)
Streptomyces phage Raleigh	NC_047795	1920312	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Raleighvirus;s__Streptomyces virus Raleigh;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Saftant	NC_054675	2601693	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Camvirus;s__Streptomyces phage Saftant;t__	NCBI Virus, RefSeq	Streptomyces griseofuscus	146922	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__	species	Streptomyces griseofuscus	['GCF_014673495.1']	GCF_014673495.1	Unreference	Complete Genome	146922	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__
Streptomyces phage Samisti12	NC_042012	2023995	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Samistivirus;s__Streptomyces virus Samisti12;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Scap1	NC_042042	2041354	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Scapunavirus;s__Streptomyces virus Scap1;t__	RefSeq	Streptomyces scabiei	1930	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__	species	Streptomyces scabiei	['GCF_000091305.1']	GCF_000091305.1	Represent	Complete Genome	1930	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__
Streptomyces phage StarPlatinum	NC_048721	2283265	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Karimacvirus;s__Streptomyces virus StarPlatinum;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage Sujidade	NC_021304	1327759	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces virus Sujidade;t__	RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
Streptomyces phage SV1	NC_018848	1204525	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Picardvirus;s__Streptomyces phage SV1;t__	NCBI Virus, RefSeq	Streptomyces venezuelae	54571	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__	species	Streptomyces venezuelae	['GCF_001886595.1']	GCF_001886595.1	Represent	Complete Genome	54571	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__
Streptomyces phage TP1604	NC_028818	1636184	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Woodruffvirus;s__Streptomyces virus TP1604;t__	RefSeq	Streptomyces griseus subsp. griseus	67263	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus	subspecies	Streptomyces griseus subsp. griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	67263	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__Streptomyces griseus subsp. griseus
Streptomyces phage Vash	NC_048154	2510568	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Vashvirus;s__Streptomyces virus Vash;t__	RefSeq	Streptomyces griseus	1911	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__	species	Streptomyces griseus	['GCF_000010605.1']	GCF_000010605.1	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
Streptomyces phage VWB	NC_005345	10702	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Streptomyces phage VWB;t__	Literature, NCBI Virus, RefSeq	Streptomyces venezuelae	54571	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__	species	Streptomyces venezuelae	['GCF_001886595.1']	GCF_001886595.1	Represent	Complete Genome	54571	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__
Streptomyces phage Werner	NC_054679	2801898	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Likavirus;s__Streptomyces phage Werner;t__	NCBI Virus, RefSeq	Streptomyces lividans	1916	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__	species	Streptomyces lividans	['GCF_000739105.1', 'GCF_000403665.1']	GCF_000739105.1	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
