viral.accn,Virus.name,Reported.host.name,Host.accn,Matched.RefSeq.name,Host.taxid,Domain,Phylum,Class,Order,Family,Genus,Species,
NC_028904,Streptomyces phage Amela,Streptomyces venezuelae ATCC 10712,GCF_008639165.1,Streptomyces venezuelae ATCC 10712 strain=ATCC 10712,953739,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae,
NC_041860,Streptomyces phage Danzina,Streptomyces venezuelae ATCC 10712,GCF_008639165.1,Streptomyces venezuelae ATCC 10712 strain=ATCC 10712,953739,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae,
NC_028827,Streptomyces phage Lannister,Streptomyces venezuelae ATCC 10712,GCF_008639165.1,Streptomyces venezuelae ATCC 10712 strain=ATCC 10712,953739,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces venezuelae,
NC_029005,Streptomyces phage phiSAJS1,Streptomyces avermitilis ATCC 31267,GCF_005405985.1,Streptomyces avermitilis strain=ATCC 31267,33903,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces avermitilis,
NC_019414,Streptomyces phage R4,Streptomyces coelicolor A3(2),GCF_000203835.1,Streptomyces coelicolor A3(2) ,100226,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces coelicolor,
NC_012696,Sulfitobacter phage EE36phi1,Sulfitobacter sp. EE-36,GCF_000152605.1,Sulfitobacter sp. EE-36 strain=EE-36,52598,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. EE-36,
NC_027299,Sulfitobacter phage NYA-2014a,Sulfitobacter sp. CB2047,GCF_000735125.1,Sulfitobacter sp. CB2047 strain=CB2047,1525218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. CB2047,
NC_020858,Sulfitobacter phage pCB2047-A,Sulfitobacter sp. CB2047,GCF_000735125.1,Sulfitobacter sp. CB2047 strain=CB2047,1525218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. CB2047,
NC_020856,Sulfitobacter phage pCB2047-C,Sulfitobacter sp. CB2047,GCF_000735125.1,Sulfitobacter sp. CB2047 strain=CB2047,1525218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. CB2047,
NC_020862,Sulfitobacter phage phiCB2047-B,Sulfitobacter sp. CB2047,GCF_000735125.1,Sulfitobacter sp. CB2047 strain=CB2047,1525218,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. CB2047,
NC_023587,Synechococcus phage ACG-2014h,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_020837,Synechococcus phage S-CAM1,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_021530,Synechococcus phage S-CAM8,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_025456,Synechococcus phage S-CBP1,Synechococcus sp. CB0101,GCF_000179235.2,Synechococcus sp. CB0101 strain=CB0101,232348,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CB0101,
NC_025461,Synechococcus phage S-CBP3,Synechococcus sp. CB0101,GCF_000179235.2,Synechococcus sp. CB0101 strain=CB0101,232348,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CB0101,
NC_025464,Synechococcus phage S-CBP4,Synechococcus sp. CB0101,GCF_000179235.2,Synechococcus sp. CB0101 strain=CB0101,232348,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CB0101,
NC_029031,Synechococcus phage S-CBP42,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_016766,Synechococcus phage S-CBS4,Synechococcus sp. CB0101,GCF_000179235.2,Synechococcus sp. CB0101 strain=CB0101,232348,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CB0101,
NC_021536,Synechococcus phage S-IOM18,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_023584,Synechococcus phage S-MbCM100,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_006820,Synechococcus phage S-PM2,Synechococcus sp. SynWH7803,GCF_000063505.1,Synechococcus sp. SynWH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_020859,Synechococcus phage S-RIM2 R1_1999,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_020486,Synechococcus phage S-RIM8 A.HR1,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_020867,Synechococcus phage S-RIP1,Synechococcus sp. WH8101,GCF_004209775.1,Synechococcus sp. WH8101,59932,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8101,
NC_020838,Synechococcus phage S-RIP2,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_015281,Synechococcus phage S-ShM2,Synechococcus sp. WH8102,GCF_000195975.1,Synechococcus sp. WH8102,84588,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8102,
NC_020851,Synechococcus phage S-SKS1,Synechococcus sp. WH7803,GCF_000063505.1,Synechococcus sp. WH7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
NC_015289,Synechococcus phage S-SSM5,Synechococcus sp. WH8102,GCF_000195975.1,Synechococcus sp. WH8102,84588,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8102,
NC_015287,Synechococcus phage S-SSM7,Synechococcus sp. WH8109,GCF_000161795.2,Synechococcus sp. WH8109,166314,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,
NC_015286,Synechococcus phage Syn19,Synechococcus sp. WH8109,GCF_000161795.2,Synechococcus sp. WH8109,166314,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,
NC_003390,Synechococcus virus P60,Synechococcus sp. WH7805,GCF_000153285.1,Synechococcus sp. WH7805,59931,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7805,
NC_009531,Synechococcus virus Syn5,Synechococcus sp. WH 8109,GCF_000161795.2,Synechococcus sp. WH 8109 strain=WH 8109,166314,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,
NC_015937,Thermus phage TMA,Thermus thermophilus HB27,GCF_000008125.1,Thermus thermophilus HB27 strain=HB27,262724,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus thermophilus,
NC_042094,Vibrio phage Ceto,Vibrio harveyi BAA-1116,GCF_000017705.1,Vibrio campbellii ATCC BAA-1116 strain=ATCC BAA-1116; BB120,338187,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,
NC_029057,Vibrio phage qdvp001,Vibrio parahaemolyticus ATCC 17802,GCF_001011015.1,Vibrio parahaemolyticus strain=ATCC 17802,670,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,
NC_016567,Vibrio phage SIO-2,Vibrio sp. SWAT-3,GCF_000169995.1,Vibrionales bacterium SWAT-3 strain=SWAT-3,391574,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,#missing#,#missing#,Vibrionales bacterium SWAT-3,
NC_042095,Vibrio phage Thalassa,Vibrio harveyi BAA-1116,GCF_000017705.1,Vibrio campbellii ATCC BAA-1116 strain=ATCC BAA-1116; BB120,338187,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio campbellii,
NC_028829,Vibrio phage ValKK3,Vibrio alginolyticus ATCC 17749,GCF_000354175.2,Vibrio alginolyticus NBRC 15630 = ATCC 17749 strain=ATCC 17749,1219076,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,
NC_001271,Yersinia phage phiYeO3-12,Yersinia enterocolitica (type O:3),GCF_001050795.1,Yersinia enterocolitica (type O:3) str. YE12/03 strain=YE12/03 host faecal sample,1262466,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,
NC_028655,Yersinia phage vB_YenP_AP10,Yersinia enterocolitica 6471/76-c serotype O:3,GCF_001050795.1,Yersinia enterocolitica (type O:3) str. YE12/03 strain=YE12/03 host faecal sample,1262466,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,
NC_021336,Bacillus phage MG-B1,Bacillus weihenstephanensis MG1,GCF_000399345.1,na,1405,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,
EF108464,Escherichia virus MS2,Escherichia coli HS,GCF_000017765.1,Escherichia coli HS strain=HS,331112,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
HQ316603,Cyanophage S-SSM6b,Synechococcus sp. WH 8109,GCF_000161795.2,Synechococcus sp. WH 8109 strain=WH 8109 ,166314,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,
HQ317290,Synechococcus phage S-RIM2 R21_2007,Synechococcus sp. WH 7803,GCF_000063505.1,Synechococcus sp. WH 7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
HQ317291,Synechococcus phage S-RIM2 R9_2006,Synechococcus sp. WH 7803,GCF_000063505.1,Synechococcus sp. WH 7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
HQ317385,Synechococcus phage S-RIM8 A.HR5,Synechococcus sp. WH 7803,GCF_000063505.1,Synechococcus sp. WH 7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
HQ317391,Cyanophage S-SSM6a,Synechococcus sp. WH 8109,GCF_000161795.2,Synechococcus sp. WH 8109 strain=WH 8109 ,166314,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,
JF773396,Liberibacter phage FP2,Candidatus Liberibacter asiaticus str. psy62,GCF_000023765.2,Candidatus Liberibacter asiaticus str. psy62 strain=psy62,537021,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,
JF974289,Synechococcus phage S-RIM8 A.HR3,Synechococcus sp. WH 7803,GCF_000063505.1,Synechococcus sp. WH 7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
JF974292,Cyanophage S-SSM2,Synechococcus sp. WH 8102,GCF_000195975.1,Synechococcus sp. WH 8102 strain=WH 8102,84588,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8102,
JF974293,Synechococcus phage KBS-M-1A,Synechococcus sp. WH 7803,GCF_000063505.1,Synechococcus sp. WH 7803,32051,Bacteria,Cyanobacteria,#missing#,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,
KC821625,Cellulophaga phage phi13:1,Cellulophaga baltica 13,GCF_000468595.1,Cellulophaga baltica 13 strain=13,1348583,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,
KC821627,Cellulophaga phage phi18:2,Cellulophaga baltica 18,GCF_000468615.2,Cellulophaga baltica 18 strain=18,1348584,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,
KC821628,Cellulophaga phage phi18:4,Cellulophaga baltica 18,GCF_000468615.2,Cellulophaga baltica 18 strain=18,1348584,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,
KJ194581,Mycobacterium phage Audrey,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ194584,Mycobacterium phage Heathcliff,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
KJ803031,Dinoroseobacter phage vBDshPR2C,Dinoroseobacter shibae DFL 12 = DSM 16493,GCF_000018145.1,Dinoroseobacter shibae DFL 12 = DSM 16493 strain=DFL 12,398580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter shibae,
KP027202,Mycobacterium phage Taurus,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042347,Sulfolobus ellipsoid virus 1,Sulfolobus sp. A20,GCF_001719125.1,Sulfolobus sp. A20 strain=A20,1891280,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. A20,
AB746912,Nitratiruptor phage NrS-1,Nitratiruptor sp. SB155-2,GCF_000010325.1,Nitratiruptor sp. SB155-2 strain=SB155-2,387092,Bacteria,Proteobacteria,Epsilonproteobacteria,#missing#,#missing#,Nitratiruptor,Nitratiruptor sp. SB155-2,
AJ748296,Sulfolobus islandicus rudivirus 1 variant XX,Sulfolobus islandicus LAL14/1,GCF_000364745.1,Sulfolobus islandicus LAL14/1 strain=LAL14/1,1241935,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,
CP000711,Enterobacteria phage CUS-3,Escherichia coli RS218,GCF_000800845.1,Escherichia coli RS218 strain=RS218,439184,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,
CP008753,Burkholderia phage BEK,Burkholderia pseudomallei 9,GCF_000170475.1,Burkholderia pseudomallei 9 strain=9,441158,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,
DQ289556,Bacillus phage Gamma isolate d'Herelle,Bacillus cereus ATCC 4342,GCF_000832845.1,Bacillus cereus ATCC 4342 strain=ATCC 4342 ,526977,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,
FJ168660,Mycobacterium phage Butterscotch,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
FJ174694,Mycobacterium phage Chah,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
FR725450,Nitrososphaera phage Pro-Nvie1,Nitrososphaera viennensis EN76,GCF_000698785.1,Nitrososphaera viennensis EN76 strain=EN76,926571,Archaea,Thaumarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Nitrososphaera viennensis,
GQ303261,Mycobacterium phage Hope,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
GQ303262,Mycobacterium phage LRRHood,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
GQ303264,Mycobacterium phage Puhltonio,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
GU247133,Mycobacterium phage Fang,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
GU247134,Mycobacterium phage Scoot17C,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
HG793132,Burkholderia phage Bp-AMP1,Burkholderia pseudomallei K96243,GCF_000959285.1,Burkholderia pseudomallei K96243 strain=K96243,272560,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,
HG796219,Burkholderia phage Bp-AMP2,Burkholderia pseudomallei K96243,GCF_000959285.1,Burkholderia pseudomallei K96243 strain=K96243,272560,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,
HG796220,Burkholderia phage Bp-AMP3,Burkholderia pseudomallei K96243,GCF_000959285.1,Burkholderia pseudomallei K96243 strain=K96243,272560,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,
HG796221,Burkholderia phage Bp-AMP4,Burkholderia pseudomallei K96243,GCF_000959285.1,Burkholderia pseudomallei K96243 strain=K96243,272560,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,
HM152765,Mycobacterium phage Island3,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
HM152766,Mycobacterium phage Eagle,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
HQ634176,Cyanophage P-RSM3,Prochlorococcus marinus str. NATL2A,GCF_000012465.1,Prochlorococcus marinus str. NATL2A strain=NATL2A,59920,Bacteria,Cyanobacteria,#missing#,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,
JF792674,Mycobacterium phage Shaka,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF937092,Mycobacterium phage DaVinci,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF937095,Mycobacterium phage Harvey,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF937096,Mycobacterium phage Henry,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF937097,Mycobacterium phage Hertubise,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF937107,Mycobacterium phage SirHarley,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF937109,Mycobacterium phage Yoshand,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JF957056,Mycobacterium phage Thora,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN006062,Mycobacterium phage Rakim,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN006063,Mycobacterium phage Serendipity,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN083853,Mycobacterium phage Airmid,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN243856,Mycobacterium phage MeeZee,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN391441,Mycobacterium phage Elph10,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN561150,Mycobacterium phage TiroTheta9,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN600672,Mycobacterium phage Fezzik,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN618996,Mycobacterium phage Arbiter,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN638752,Mycobacterium phage Murdoc,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN638753,Mycobacterium phage Morgushi,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN698990,Mycobacterium phage IsaacEli,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN698991,Mycobacterium phage Hedgerow,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
JN699002,Mycobacterium phage Avrafan,Mycolicibacterium smegmatis MC2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155 strain=MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
